ACCIDENT_ID,LOCATE_ID_DISTRICT,LOCATE_ID_POLICE,ACCIDENT_MONTH,ACCIDENT_YEAR,ACCIDENT_COST,HUMAN_ADMIT,HUMAN_DEAD,ROADTYPE_ID,ROADSKIN_ID,ACDPOINT_ID,ATMOSPHERE_ID,LIGHT_ID,GIS_E,GIS_N,GIS_LAT,GIS_LNG,PERSON_GENDER,PERSON_AGE,PERSON_TYPE,PERSON_STATE,LOCATE_PROVINCE,LOCATE_DOMICILE,LOCATE_AREATYPE,HEALTH_DEADPLACE,HEALTH_EMSSEND
164820,100707,0,12,14,59000,0,1,2,1,2,1,1,581546,1862317,16.84274798,99.7654439,1,35,2,1,1070,1070,0,10,40
164821,100678,0,12,14,0,2,0,1,1,1,1,1,597174,1708305,15.45001255,99.90577095,1,28,2,0,1067,1067,1,0,40
164822,100678,0,12,14,0,2,0,1,1,1,1,1,597174,1708305,15.45001255,99.90577095,2,71,3,0,1067,1067,0,0,40
164823,100912,0,12,14,59000,1,0,4,1,1,1,1,577360,836488,7.566965014,99.70126444,2,14,2,0,1091,1091,0,0,20
164824,100838,0,12,14,10000,1,0,2,1,1,1,1,500033,886247,8.017631122,99.00029947,2,23,3,0,1083,1053,0,0,20
164825,100852,0,12,14,59000,1,0,1,3,5,1,1,544716,1010067,9.137390817,99.40697865,1,21,2,0,1086,1086,0,0,50
164826,100243,0,12,14,40000,1,0,4,1,1,1,1,896419,1675840,15.12821824,102.6873549,1,49,2,0,1038,1038,1,0,40
164827,100495,0,12,14,0,1,0,2,1,1,1,1,986352,1826158,16.46771513,103.5524025,1,30,2,0,1053,1053,0,0,40
164828,100656,0,6,14,3000,1,0,4,1,1,1,2,390833,2149069,19.43300273,97.96010807,2,27,9,0,1065,1065,0,0,20
164829,100786,0,12,14,59000,1,0,1,1,1,1,2,645653,1505517,13.61469447,100.3464299,1,22,2,0,1078,1078,0,0,50
164830,100497,0,11,14,30000,0,1,1,90,90,90,90,989093,1807758,16.30135174,103.5741221,2,38,9,1,1053,1053,0,10,90
164831,100190,0,2,15,0,1,0,90,90,90,90,90,881050,1358153,12.26337443,102.5018366,1,30,2,0,1033,1033,0,0,20
164832,100701,0,6,15,0,0,1,90,90,90,90,90,454010,1848540,16.71918395,98.56857949,1,30,2,1,1069,1069,1,10,30
164833,100857,0,4,15,59000,1,0,4,1,1,1,1,511060,1059400,9.583816826,99.10079088,1,15,2,0,1086,1086,0,0,20
164834,100081,0,6,15,0,1,0,1,1,1,1,1,680036,1495213,13.5196396,100.6635351,2,22,3,0,1068,1068,2,0,40
164835,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,1,34,3,0,1042,1042,2,0,40
164836,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,1,30,3,0,1042,1042,2,0,40
164837,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,1,55,3,0,1042,1042,2,0,40
164838,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,2,47,3,0,1042,1042,2,0,40
164839,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,2,36,3,0,1042,1042,2,0,40
164840,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,2,38,3,0,1042,1042,2,0,40
164841,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,2,42,3,0,1042,1042,2,0,40
164842,100320,0,3,15,0,1,0,4,90,90,90,90,1053984,1703317,15.34701305,104.1553681,2,23,2,0,1041,1041,1,0,90
164843,100306,0,4,15,0,1,0,4,90,90,90,90,1061127,1664099,14.9923714,104.212957,1,45,2,0,1041,1041,1,0,90
164844,100475,0,9,13,118000,2,0,1,1,1,1,1,1048827,1739428,15.67328388,104.115537,1,44,2,0,1043,1043,2,0,50
164845,100475,0,9,13,118000,2,0,1,1,1,1,1,1048827,1739428,15.67328388,104.115537,2,17,3,0,1052,1052,0,0,50
164846,100306,0,4,15,50000,2,1,2,1,2,1,3,1052884,1656549,14.92612458,104.1349774,1,16,2,1,1041,1041,0,10,30
164847,100306,0,4,15,50000,2,1,2,1,2,1,3,1052884,1656549,14.92612458,104.1349774,1,18,3,0,1041,1041,0,0,30
164848,100306,0,4,15,50000,2,1,2,1,2,1,3,1052884,1656549,14.92612458,104.1349774,1,16,3,0,1041,1041,0,0,30
164849,100708,0,5,15,3500,1,0,2,1,1,1,1,603651,1874353,16.95065505,99.97347429,2,10,1,0,1070,1070,0,0,50
164850,100320,0,3,15,0,1,0,2,90,90,90,90,1054002,1703327,15.34709923,104.1555373,1,27,2,0,1041,1041,2,0,90
164851,100208,0,5,15,0,0,2,1,90,2,90,90,759611,1553995,14.0447261,101.40385,1,24,2,1,1035,1035,0,10,40
164852,100208,0,5,15,0,0,2,1,90,2,90,90,759611,1553995,14.0447261,101.40385,1,31,3,1,1035,1035,0,10,40
164853,100662,0,6,15,4000000,0,1,4,1,1,1,3,623825,1732193,15.66478082,100.1553601,1,45,2,1,1066,1066,0,30,30
164854,100862,0,8,15,59000,1,0,4,1,1,1,1,530934,974469,8.815526137,99.2812961,2,21,2,0,1086,1086,0,0,60
164855,100105,0,6,15,0,0,1,1,1,3,1,2,672283,1570582,14.20133377,100.5965661,2,40,1,1,1024,1024,0,10,40
164856,100778,0,4,15,0,1,0,4,1,2,90,3,613967,1647147,14.8964783,100.0595237,1,37,2,0,1076,1076,0,0,20
164857,100918,0,4,15,59000,1,0,3,2,1,90,2,624634,824634,7.458857836,100.1294778,1,45,2,0,1092,1092,0,0,20
164858,100557,0,12,15,30000,1,0,2,1,90,90,3,534612,2210791,19.99345312,99.33086703,2,27,2,0,1057,1057,0,0,60
164859,100424,0,10,15,10000,0,1,4,1,1,1,1,916033,1959491,17.68343526,102.920479,2,21,2,1,1048,1048,0,10,20
164860,100563,0,12,15,4000000,0,1,1,1,1,1,2,489175,2066022,18.68540586,98.89734096,1,25,2,1,1057,1057,1,10,90
164861,100167,0,7,15,0,0,1,4,1,2,1,1,730516,1442472,13.03952744,101.1256162,1,25,2,1,1031,1031,2,10,40
164862,100672,0,7,15,4000000,0,1,1,1,1,1,3,588860,1752290,15.84792903,99.82988306,1,47,2,1,1066,1066,0,30,40
164863,100662,0,7,15,4000000,0,1,1,1,1,1,3,618813,1727980,15.6269412,100.1083965,1,32,2,1,1066,1066,1,30,40
164864,100259,0,9,15,4000000,0,1,4,90,90,90,90,613907,903635,8.173592527,100.0340344,1,20,2,1,1038,1038,0,30,40
164865,100662,0,8,15,4000000,0,1,1,1,1,1,1,627558,1730797,15.65197624,100.1901128,1,19,2,1,1066,1066,1,30,30
164866,100666,0,8,15,4000000,0,1,1,1,1,1,1,619780,1765895,15.96960339,100.1192975,1,21,2,1,1066,1066,1,10,40
164867,100550,0,10,15,59000,1,0,1,1,1,1,1,504023,2074729,18.7641235,99.03816985,1,20,2,0,1057,1057,1,0,40
164868,100555,0,8,15,8000000,0,2,1,1,1,1,1,495243,2088520,18.88876296,98.95483274,2,60,3,1,1057,1057,0,10,60
164869,100555,0,8,15,8000000,0,2,1,1,1,1,1,495243,2088520,18.88876296,98.95483274,1,72,2,1,1057,1057,0,10,60
164870,100687,0,5,15,4000000,0,1,4,1,2,1,1,536231,1791353,16.20239229,99.3389758,2,16,2,1,1068,1068,0,20,60
164871,100693,0,5,15,59000,1,0,1,1,3,1,3,539465,1778654,16.08754163,99.36901976,1,49,2,0,1068,1068,0,0,40
164872,100124,0,5,15,59000,1,0,1,1,1,90,2,705883,1634855,14.77986254,100.9128032,2,19,2,0,1026,1026,1,0,60
164873,100851,0,11,14,59000,1,0,4,1,1,1,3,531899,1007408,9.113452424,99.29030767,1,43,2,0,1086,1086,0,0,60
164874,100865,0,4,15,59000,1,0,1,1,1,1,1,538144,944495,8.544354188,99.34661013,1,65,3,0,1086,1086,0,0,40
164875,100059,101006,4,15,5000,1,0,4,1,3,1,1,665176,1529230,13.82799378,100.5282464,1,25,9,0,1020,1020,0,0,90
164876,100950,0,8,14,30000,1,0,4,1,2,1,1,833898,694276,6.272385409,102.017236,1,48,2,0,1095,1095,0,0,20
164877,100538,0,11,15,100000,0,1,2,1,1,1,3,1062251,1958546,17.64270738,104.2943654,1,16,3,1,1055,1055,0,30,60
164878,100093,0,4,15,0,1,0,3,1,2,1,2,663434,1543675,13.95866066,100.5129805,1,16,2,0,1023,1023,2,0,90
164879,100847,0,4,15,59000,1,0,90,90,90,1,1,432289,871735,7.885911268,98.38573905,1,30,2,0,1085,1040,1,0,40
164880,100704,0,1,15,0,0,1,1,1,1,1,2,520332,1853695,16.766146,99.19077729,1,53,2,1,1069,1069,1,10,40
164881,100550,0,12,15,59000,1,0,2,1,1,1,2,501096,2080579,18.81699876,99.01040199,1,47,2,0,1057,1057,1,0,60
164882,100099,0,6,15,0,0,1,2,1,1,1,3,668530,1551822,14.03200031,100.560641,1,30,2,1,1073,1073,2,10,90
164883,100916,0,8,15,4000000,0,1,1,90,90,90,90,617091,840520,7.602703177,100.0614783,1,52,2,1,1092,1092,0,10,40
164884,100866,0,8,15,59000,1,0,1,1,1,1,3,518945,999116,9.038526125,99.17238008,1,35,2,0,1038,1038,2,0,50
164885,100851,0,6,15,59000,1,0,3,1,3,1,1,536743,1012021,9.155138574,99.33443055,1,16,2,0,1086,1086,0,0,20
164886,100949,0,7,15,70000,1,0,2,1,2,1,1,804268,721717,6.521807307,101.7510338,1,41,2,0,1095,1095,0,0,20
164887,100134,0,7,15,0,1,0,1,1,1,1,2,649905,1647220,14.89535021,100.3935727,1,20,2,0,1027,1027,0,0,20
164888,100562,0,8,15,59000,1,0,2,1,1,1,1,504610,2083876,18.8467917,99.04376062,2,44,2,0,1057,1057,0,0,20
164889,100862,0,8,15,59000,1,0,3,1,1,1,3,533222,981812,8.8819277,99.30215584,1,18,2,0,1086,1086,0,0,20
164890,100858,0,8,15,120000,2,0,4,1,2,1,1,498097,988595,8.943402773,98.98268914,1,13,3,0,1086,1086,0,0,60
164891,100858,0,8,15,120000,2,0,4,1,2,1,1,498097,988595,8.943402773,98.98268914,1,13,2,0,1086,1086,0,0,20
164892,100560,0,6,15,59000,1,0,4,1,3,1,1,484666,2057674,18.60992839,98.85464411,2,33,2,0,1057,1057,1,0,20
164893,100364,0,5,15,0,1,0,1,90,1,90,90,764160,1703842,15.39788786,101.461088,2,31,2,0,1044,1044,0,0,40
164894,100313,0,6,15,0,1,0,90,90,90,90,90,1074572,1677901,15.11372235,104.340583,1,14,2,0,1041,1041,0,0,90
164895,100752,0,7,15,0,1,0,3,1,3,1,1,592585,1513924,13.69287505,99.85618838,2,22,2,0,1074,1074,0,0,40
164896,100745,0,9,15,22000,2,0,4,1,3,90,90,715840,1760442,15.91379996,101.0161369,1,40,2,0,1073,1073,0,0,90
164897,100745,0,9,15,22000,2,0,4,1,3,90,90,715840,1760442,15.91379996,101.0161369,1,45,3,0,1073,1073,0,0,90
164898,100487,0,5,13,118000,1,1,1,1,3,90,90,990186,1757896,15.85180763,103.574013,1,26,2,0,1052,1052,1,0,60
164899,100487,0,5,13,118000,1,1,1,1,3,90,90,990186,1757896,15.85180763,103.574013,2,21,2,1,1052,1052,1,30,60
164900,100854,0,8,14,59000,1,0,4,1,1,1,2,609932,1055890,9.550642005,100.0016761,1,52,2,0,1086,1086,0,0,40
164901,100550,0,7,14,4000000,0,1,3,1,1,1,1,495359,2079553,18.807721,98.95595529,1,51,2,1,1057,1057,1,10,50
164902,100632,0,3,14,59000,1,0,3,90,1,90,2,594413,2120127,19.1722257,99.8979354,2,31,2,0,1063,1063,1,0,40
164903,100773,0,7,14,4000000,0,1,1,1,1,90,3,605163,1565999,14.16324184,99.97446482,1,19,1,1,1076,1076,1,30,40
164904,100795,0,7,14,0,0,1,4,1,2,1,1,606967,1423969,12.87908146,99.98588481,1,66,2,1,1080,1080,0,30,50
164905,100093,0,7,14,5000,1,0,1,1,3,1,2,668782,1545120,13.97140848,100.5625644,2,38,2,0,1059,1059,2,0,40
164906,100640,0,7,14,0,0,1,1,90,1,90,1,625525,2176954,19.68398852,100.1975482,1,57,2,1,1064,1064,0,10,40
164907,100637,0,7,14,0,0,1,2,3,90,90,3,589238,2203822,19.92873952,99.85268573,1,25,2,1,1064,1064,1,10,40
164908,100637,0,7,14,0,0,1,4,1,1,90,90,595366,2187236,19.77858303,99.91037936,1,23,2,1,1063,1063,2,10,50
164909,100717,0,12,15,120000,2,0,4,3,1,4,1,622429,1856028,16.78411977,100.1488093,1,64,2,0,1071,1071,1,0,20
164910,100717,0,12,15,120000,2,0,4,3,1,4,1,622429,1856028,16.78411977,100.1488093,1,44,2,0,1071,1071,0,0,20
164911,100854,0,9,15,59000,1,0,4,1,1,1,3,607685,1057643,9.566553562,99.98124947,1,29,2,0,1086,1051,2,0,20
164912,100854,0,9,15,59000,1,0,4,1,3,1,3,615061,1054445,9.537436751,100.0483652,1,35,2,0,1086,1086,0,0,90
164913,100854,0,9,15,59000,1,0,4,1,3,1,1,613233,1048224,9.481227742,100.0315429,2,46,2,0,1086,1086,0,0,50
164914,100093,0,12,15,4500000,1,1,2,1,2,90,2,668753,1548957,14.0060914,100.5625302,1,30,2,0,1020,1020,2,0,40
164915,100093,0,12,15,4500000,1,1,2,1,2,90,2,668753,1548957,14.0060914,100.5625302,1,22,3,1,1051,1051,2,10,40
164916,100851,0,10,15,59000,1,0,3,1,1,1,2,537086,1008068,9.119381329,99.33751881,2,23,2,0,1092,1092,2,0,60
164917,100851,0,10,15,59000,1,0,3,1,1,1,1,535746,1008666,9.124801281,99.32532853,2,49,2,0,1086,1086,1,0,60
164918,100866,0,10,15,59000,1,0,4,1,1,1,1,525105,1012556,9.160059896,99.22850662,2,14,2,0,1086,1086,0,0,20
164919,100164,0,9,15,0,1,0,1,1,1,1,2,709084,1437434,12.99554284,100.9277199,2,25,2,1,1030,1030,0,10,40
164920,100866,0,10,15,59000,1,0,1,1,1,1,1,519188,1003108,9.074632801,99.17460855,1,19,2,0,1086,1086,0,0,40
164921,100070,101052,2,15,0,0,2,1,1,1,1,2,651976,1518249,13.72946233,100.4055506,1,33,2,1,1020,1020,0,10,40
164922,100070,101052,2,15,0,0,2,1,1,1,1,2,651976,1518249,13.72946233,100.4055506,1,28,3,1,1020,1020,0,10,40
164923,100795,0,1,15,4500,1,0,4,1,1,1,3,599148,1421242,12.85468614,99.91373673,1,55,2,0,1080,1080,0,0,50
164924,100191,0,10,14,0,1,0,90,90,90,90,90,925606,1300568,11.73829749,102.9031786,2,24,2,0,1033,1033,0,0,50
164925,100820,0,1,15,59000,1,0,4,3,2,1,1,590728,900736,8.147855627,99.82358122,1,47,2,0,1082,1082,0,0,40
164926,100564,0,7,14,5000,0,1,1,1,1,1,1,458991,2011431,18.19163652,98.61220194,1,74,2,1,1057,1057,0,30,50
164927,100643,0,3,14,0,0,1,3,1,3,1,1,592486,2260251,20.43844743,99.88659694,1,45,2,1,1064,1064,0,10,40
164928,100864,0,12,13,59000,1,0,1,1,1,1,1,540120,954451,8.634390752,99.36465157,1,55,2,0,1086,1086,0,0,40
164929,100149,0,11,13,0,2,0,1,1,1,1,1,722936,1616079,14.60884424,101.0695688,1,14,2,0,1029,1029,0,0,40
164930,100149,0,11,13,0,2,0,1,1,1,1,1,722936,1616079,14.60884424,101.0695688,1,14,3,0,1029,1029,0,0,40
164931,100626,0,2,14,50000,0,1,90,1,90,1,1,675429,2010651,18.17781693,100.6586209,1,55,2,1,1038,1038,2,10,90
164932,100081,0,11,13,0,1,0,4,1,1,1,2,679352,1496737,13.53345623,100.6573121,1,35,2,0,1068,1068,2,0,20
164933,100535,0,3,14,0,1,0,1,1,1,1,3,1105022,1880360,16.92823893,104.6740624,1,49,2,0,1055,1055,0,0,50
164934,100273,0,5,14,49000,1,0,4,3,90,90,3,933936,1654901,14.93341558,103.0321791,1,18,2,0,1039,1039,1,0,40
164935,100537,0,3,14,0,1,0,4,1,1,1,1,1075400,1881755,16.94831592,104.3975373,1,36,2,0,1055,1055,0,0,90
164936,100535,0,3,14,0,1,0,1,1,3,1,1,1112161,1875194,16.87990701,104.7393603,1,53,2,0,1055,1055,0,0,50
164937,100531,0,8,14,0,1,0,1,1,1,1,2,1110680,1938982,17.4539989,104.7432152,2,51,2,0,1055,1055,0,0,60
164938,100160,0,1,14,0,1,0,1,1,3,1,1,703298,1622075,14.66457373,100.8878019,1,29,2,0,1029,1029,1,0,40
164939,100796,0,1,15,0,1,0,1,1,1,1,1,597403,1435445,12.98316027,99.89811512,2,6,1,0,1080,1080,0,0,20
164940,100795,0,1,15,25000,1,0,1,1,3,1,1,603496,1403983,12.69849442,99.95321838,1,28,2,0,1046,1046,2,0,20
164941,100851,0,12,14,59000,1,0,3,1,3,1,2,539628,1012455,9.159038846,99.3606931,1,37,2,0,1086,1086,0,0,60
164942,100714,0,11,14,4000000,0,1,1,1,1,1,2,634106,1859485,16.81472227,100.2585677,1,58,1,1,1071,1071,0,10,90
164943,100208,0,1,15,45000,1,0,4,1,3,1,1,764222,1559658,14.09545554,101.4470623,2,55,2,0,1035,1035,1,0,20
164944,100854,0,1,15,4000000,0,1,3,1,1,1,1,615869,1051642,9.512066201,100.0556485,1,42,2,1,1086,1020,2,30,50
164945,100411,0,1,15,0,1,0,4,1,1,1,1,905385,1931208,17.43032786,102.8149502,2,19,2,0,1048,1048,0,0,20
164946,100538,0,1,15,15000,1,0,1,1,1,90,3,1056083,1952339,17.5883885,104.2348479,1,39,2,0,1055,1055,0,0,50
164947,100840,0,1,15,5000,1,0,1,1,1,1,1,446365,932384,8.434658626,98.51276608,2,42,2,0,1084,1084,0,0,50
164948,100656,0,6,14,5000,1,0,3,1,2,1,2,391421,2151802,19.45772948,97.96555203,1,45,9,0,1065,1065,0,0,50
164949,100562,0,1,15,0,1,0,4,1,2,90,3,503207,2091736,18.91783145,99.03045542,1,34,2,0,1057,1057,0,0,50
164950,100786,0,12,14,59000,1,0,4,1,1,1,1,638498,1501522,13.57892865,100.2801064,1,19,2,0,1078,1078,0,0,60
164951,100442,0,11,14,4000000,0,1,1,90,3,90,1,812417,1865506,16.85204302,101.9316939,1,21,2,1,1049,1049,0,30,90
164952,100786,0,12,14,59000,1,0,1,1,1,1,2,644882,1500243,13.56705695,100.3390364,1,27,2,0,1078,1078,0,0,90
164953,100501,0,11,14,30000,0,1,1,1,3,90,90,959339,1817416,16.39425406,103.2983467,1,56,2,1,1053,1053,0,10,90
164954,100531,0,1,16,50000,1,0,4,1,2,1,1,1096562,1925714,17.33843124,104.6072605,1,57,2,0,1055,1055,2,0,50
164955,100777,0,11,15,20000,1,1,1,1,3,1,2,610464,1603134,14.4987487,100.0251035,1,23,2,1,1076,1076,1,10,40
164956,100777,0,11,15,20000,1,1,1,1,3,1,2,610464,1603134,14.4987487,100.0251035,1,23,3,0,1076,1076,1,0,40
164957,100629,0,12,15,59000,1,0,1,1,3,1,2,584132,2140307,19.35503524,99.8010485,1,52,2,0,1063,1063,1,0,60
164958,100186,0,12,15,59000,1,0,4,1,2,90,3,850464,1456773,13.15720946,102.2323289,1,36,3,0,1032,1032,0,0,20
164959,100775,0,12,15,20000,0,1,1,1,1,1,1,594354,1583120,14.31841444,99.87491083,2,50,2,1,1076,1076,1,10,40
164960,100788,0,11,15,4000000,0,1,4,1,3,1,1,642177,1506858,13.62698873,100.3143705,1,13,2,1,1078,1078,0,10,40
164961,100728,0,12,15,15000,2,0,4,1,1,1,2,621688,1784614,16.13870303,100.1380854,1,7,3,0,1072,1072,0,0,50
164962,100728,0,12,15,15000,2,0,4,1,1,1,2,621688,1784614,16.13870303,100.1380854,1,37,2,0,1072,1072,0,0,50
164963,100944,0,1,16,0,1,0,2,1,1,1,1,722579,710769,6.426320739,101.0124185,1,10,1,0,1094,1094,0,0,50
164964,100149,0,4,14,0,2,0,2,1,3,1,1,715604,1613897,14.58972161,101.0013558,2,32,2,0,1075,1075,2,0,40
164965,100149,0,4,14,0,2,0,2,1,3,1,1,715604,1613897,14.58972161,101.0013558,1,2,3,0,1075,1075,2,0,40
164966,100149,0,5,13,0,2,0,2,1,1,1,2,715197,1614186,14.59236536,100.997603,1,20,3,0,1029,1029,0,0,40
164967,100149,0,5,13,0,2,0,2,1,1,1,2,715197,1614186,14.59236536,100.997603,1,20,2,0,1029,1029,0,0,40
164968,100645,0,3,14,0,0,1,1,1,90,90,3,553086,2119575,19.1687388,99.50488651,1,48,2,1,1064,1064,0,10,40
164969,100864,0,12,13,59000,1,0,1,1,1,1,1,544428,952795,8.619372929,99.40379053,2,37,2,0,1086,1086,0,0,40
164970,100859,0,3,14,180000,2,0,1,1,2,1,1,484330,981502,8.879218834,98.85748108,1,3,2,0,1082,1082,0,0,20
164971,100859,0,3,14,180000,2,0,1,1,2,1,1,484330,981502,8.879218834,98.85748108,1,35,2,0,1082,1082,2,0,40
164972,100149,0,11,13,0,1,0,2,1,1,1,3,712049,1614467,14.59515266,100.9684162,1,29,2,0,1029,1029,0,0,40
164973,100632,0,1,14,59000,1,0,1,90,3,90,1,598907,2123181,19.1996085,99.94082913,2,59,2,0,1063,1063,1,0,40
164974,100517,0,8,14,118000,2,0,2,1,2,1,1,1011005,1978534,17.83510665,103.8179462,1,17,3,0,1054,1054,0,0,50
164975,100517,0,8,14,118000,2,0,2,1,2,1,1,1011005,1978534,17.83510665,103.8179462,1,15,2,0,1054,1054,0,0,50
164976,100537,0,3,14,0,1,0,4,1,1,1,1,1082562,1887277,16.99621805,104.4659417,1,45,2,0,1055,1055,1,0,50
164977,100560,0,6,15,118000,2,0,4,1,2,1,1,490534,2056297,18.59751771,98.91027521,2,54,2,0,1057,1057,0,0,50
164978,100560,0,6,15,118000,2,0,4,1,2,1,1,490534,2056297,18.59751771,98.91027521,1,22,2,0,1057,1057,1,0,50
164979,100550,0,6,15,59000,1,0,2,1,3,90,2,499907,2078269,18.79612156,98.99911746,2,53,2,0,1057,1057,1,0,50
164980,100858,0,8,15,120000,2,0,4,1,1,1,3,495023,997968,9.028180084,98.95471563,2,42,3,0,1086,1053,2,0,20
164981,100858,0,8,15,120000,2,0,4,1,1,1,3,495023,997968,9.028180084,98.95471563,1,65,2,0,1094,1094,2,0,20
164982,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,1,8,3,0,1042,1042,2,0,40
164983,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,2,31,3,0,1042,1042,2,0,50
164984,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,1,40,2,0,1042,1042,2,0,40
164985,100279,0,4,15,539000,11,0,1,2,1,3,3,949193,1619749,14.61389543,103.1676273,2,30,3,0,1042,1042,2,0,40
164986,100292,0,2,15,5000000,0,1,1,1,2,1,3,1003973,1677394,15.12370472,103.6859537,1,61,2,1,1040,1040,0,10,90
164987,100787,0,8,15,59000,1,0,2,1,2,1,1,621014,1509119,13.64838661,100.1188518,1,14,2,0,1076,1076,0,0,40
164988,100555,0,8,15,59000,1,0,2,1,1,1,1,494271,2097251,18.9676691,98.94557815,1,47,2,0,1057,1057,0,0,50
164989,100560,0,8,15,59000,1,0,4,1,1,1,1,488243,2060518,18.63565568,98.88853483,1,17,2,0,1057,1057,0,0,20
164990,100779,0,4,15,0,1,0,3,1,1,1,3,613603,1529326,13.83137052,100.0511549,1,67,2,0,1077,1077,0,0,40
164991,100691,0,6,15,4000000,0,1,4,1,3,1,1,590849,1836065,16.60511769,99.8517072,2,39,2,1,1068,1068,0,10,60
164992,100953,0,7,15,70000,1,0,4,1,1,1,1,800719,699495,6.321184866,101.7179043,1,40,2,0,1095,1095,0,0,20
164993,100550,0,6,15,118000,2,0,1,1,3,1,2,502805,2076866,18.78343951,99.02661661,2,12,2,0,1057,1057,1,0,50
164994,100550,0,6,15,118000,2,0,1,1,3,1,2,502805,2076866,18.78343951,99.02661661,2,12,3,0,1057,1057,1,0,50
164995,100550,0,6,15,118000,2,0,2,1,3,1,1,504420,2076526,18.78036381,99.04194057,1,42,2,0,1057,1057,0,0,40
164996,100550,0,6,15,118000,2,0,2,1,3,1,1,504420,2076526,18.78036381,99.04194057,2,31,3,0,1057,1057,0,0,40
164997,100134,0,6,15,0,1,0,1,1,3,1,2,650154,1647277,14.89585133,100.3958903,1,34,2,0,1026,1026,2,0,40
164998,100446,0,11,14,100000,0,1,2,2,1,3,1,955551,1994261,17.98905827,103.2996718,2,3,3,1,1050,1050,0,10,50
164999,100685,0,11,14,59000,1,0,3,1,3,1,1,556457,1820607,16.46645481,99.52891526,2,47,2,0,1068,1068,0,0,40
165000,100694,0,11,14,4000000,0,1,4,1,2,1,1,604376,1790249,16.19044016,99.97644357,1,51,1,1,1068,1068,0,20,60
165001,100536,0,11,14,15000,1,0,4,1,1,1,1,1103777,1895636,17.06597268,104.6665688,1,52,2,0,1054,1054,2,0,20
165002,100786,0,11,14,4000000,0,1,2,1,1,1,2,637682,1500905,13.57338951,100.2725359,1,22,2,1,1078,1078,0,10,40
165003,100656,0,11,14,2000,2,0,3,1,1,1,1,391190,2133563,19.29291239,97.96439348,2,42,2,0,1065,1065,0,0,40
165004,100656,0,11,14,2000,2,0,3,1,1,1,1,391190,2133563,19.29291239,97.96439348,2,28,2,0,1065,1065,2,0,40
165005,100781,0,9,14,0,1,0,1,1,1,1,2,629192,1524989,13.79150278,100.1951773,1,38,2,0,1077,1077,0,0,40
165006,100783,0,9,14,0,1,0,1,1,1,1,2,624784,1558580,14.09536662,100.1559148,1,30,2,0,1077,1077,0,0,40
165007,100739,0,11,14,100000,3,1,1,1,1,1,1,721724,1797002,16.24357739,101.0744975,1,39,2,1,1073,1073,0,10,40
165008,100739,0,11,14,100000,3,1,1,1,1,1,1,721724,1797002,16.24357739,101.0744975,1,2,3,0,1073,1073,0,0,40
165009,100739,0,11,14,100000,3,1,1,1,1,1,1,721724,1797002,16.24357739,101.0744975,2,28,3,0,1073,1073,0,0,40
165010,100169,0,7,15,0,0,1,1,1,2,1,2,708154,1414700,12.79014343,100.9175836,1,25,2,1,1086,1086,2,10,40
165011,100786,0,7,15,59000,1,0,2,1,1,1,2,638377,1499215,13.55807899,100.2788766,1,22,3,0,1078,1078,0,0,40
165012,100746,0,7,15,0,1,0,3,1,1,1,1,588589,1495985,13.53080727,99.81867987,2,68,1,0,1074,1074,1,0,50
165013,100777,0,1,15,20000,1,0,1,1,3,1,2,621148,1601230,14.48108318,100.1241511,1,20,2,0,1076,1076,1,0,40
165014,100281,0,5,15,59000,1,0,3,1,1,1,2,931020,1723150,15.54941318,103.0168179,2,25,2,0,1039,1039,1,0,50
165015,100784,0,5,15,0,1,0,4,1,1,1,2,635963,1516223,13.71194583,100.2573835,1,24,2,0,1077,1077,1,0,40
165016,100866,0,8,15,59000,1,0,1,1,1,1,2,525998,1007167,9.111311463,99.23660253,1,49,2,0,1086,1086,0,0,60
165017,100167,0,5,15,0,0,1,1,1,1,1,1,728320,1445311,13.06534756,101.1055936,2,40,2,1,1030,1030,0,10,40
165018,100745,0,9,15,65000,0,1,1,1,1,1,1,720210,1767197,15.97444372,101.0575602,1,55,2,1,1073,1073,0,30,40
165019,100172,0,8,15,50000,1,0,1,1,4,1,1,788673,1414928,12.78576864,101.6588894,2,23,2,0,1031,1031,0,0,40
165020,100743,0,7,15,12000,3,0,1,90,3,90,2,719836,1719914,15.54728555,101.0497744,2,19,2,0,1073,1061,0,0,90
165021,100743,0,7,15,12000,3,0,1,90,3,90,2,719836,1719914,15.54728555,101.0497744,2,12,3,0,1073,1073,0,0,90
