ACCIDENT_ID,LOCATE_ID_DISTRICT,LOCATE_ID_POLICE,ACCIDENT_MONTH,ACCIDENT_YEAR,ACCIDENT_COST,HUMAN_ADMIT,HUMAN_DEAD,ROADTYPE_ID,ROADSKIN_ID,ACDPOINT_ID,ATMOSPHERE_ID,LIGHT_ID,GIS_E,GIS_N,GIS_LAT,GIS_LNG,PERSON_GENDER,PERSON_AGE,PERSON_TYPE,PERSON_STATE,LOCATE_PROVINCE,LOCATE_DOMICILE,LOCATE_AREATYPE,HEALTH_DEADPLACE,HEALTH_EMSSEND
140163,100484,0,4,13,118000,2,0,1,1,3,1,3,995581,1772781,15.9848661,103.6273133,1,19,3,0,1052,1052,0,0,50
140164,100484,0,4,13,118000,2,0,1,1,3,1,3,995581,1772781,15.9848661,103.6273133,1,16,2,0,1052,1052,0,0,50
140165,100545,0,4,13,59000,1,0,4,1,2,1,1,1122747,1810469,16.2950393,104.8206465,1,40,2,0,1056,1056,0,0,20
140166,100905,0,4,13,49000,1,0,4,1,2,1,1,565552,846983,7.662053704,99.59436058,1,14,2,0,1091,1091,0,0,20
140167,100724,0,4,13,0,1,0,4,1,1,1,3,661738,1805625,16.3262528,100.5140212,1,32,2,0,1072,1072,0,0,20
140168,100662,0,3,13,4008000,0,1,3,1,1,1,2,618474,1746486,15.79423214,100.1061369,2,16,2,1,1066,1066,0,10,40
140169,100248,0,4,13,0,1,0,4,1,2,1,1,771315,1623480,14.67128006,101.5191643,1,9,3,0,1038,1038,0,0,60
140170,100123,0,4,13,0,1,0,1,1,1,90,2,677772,1637365,14.80456364,100.6518868,1,17,2,0,1026,1026,1,0,60
140171,100859,0,10,14,59000,1,0,4,1,1,1,3,487197,980310,8.868446081,98.88355985,1,39,2,0,1086,1086,1,0,20
140172,100672,0,6,14,4000000,0,1,1,1,1,1,1,584613,1741461,15.75018619,99.78984259,1,9,2,1,1066,1066,0,30,40
140173,100682,0,6,14,4000000,0,1,2,1,1,1,2,576151,1677480,15.1720597,99.70888651,1,57,2,1,1067,1067,0,10,50
140174,100910,0,3,14,0,0,1,2,1,1,1,1,572609,868896,7.860164967,99.65865216,1,72,1,1,1091,1091,0,10,20
140175,100142,0,6,14,90000,0,2,1,1,3,1,2,636947,1686221,15.24857801,100.275231,2,28,2,1,1028,1028,1,10,50
140176,100142,0,6,14,90000,0,2,1,1,3,1,2,636947,1686221,15.24857801,100.275231,2,49,3,1,1028,1028,1,10,50
140177,100875,0,6,14,5000000,0,1,1,1,1,1,1,519277,1174163,10.62175784,99.17623733,1,52,2,1,1088,1088,0,30,40
140178,100233,0,6,14,4000000,0,1,1,90,90,90,90,866602,1660113,14.99063634,102.4081121,1,21,9,1,1038,1038,0,30,40
140179,100852,0,7,14,59000,1,0,4,1,1,1,1,556083,1005635,9.097174121,99.51037491,1,17,2,0,1086,1086,0,0,40
140180,100495,0,7,14,0,1,0,1,1,1,1,1,980960,1822737,16.43797587,103.5013328,1,23,2,0,1053,1053,0,0,90
140181,100484,0,8,14,4059000,1,1,1,1,1,1,1,997582,1779841,16.04807763,103.6474277,1,76,2,0,1052,1052,1,0,50
140182,100484,0,8,14,4059000,1,1,1,1,1,1,1,997582,1779841,16.04807763,103.6474277,2,70,9,1,1052,1052,1,10,50
140183,100543,0,6,14,0,1,0,3,1,1,1,1,1112074,1833716,16.50686232,104.727384,2,44,2,0,1056,1056,0,0,40
140184,100787,0,5,14,59000,1,0,4,2,1,3,2,621010,1497387,13.54232292,100.1183172,2,31,2,0,1078,1078,0,0,20
140185,100499,0,7,14,0,1,0,1,1,1,1,90,1033940,1839800,16.58041908,103.9998358,2,22,9,0,1053,1053,0,0,20
140186,100601,0,6,14,0,1,0,1,1,3,1,1,678018,1960111,17.72098652,100.6787768,1,70,2,0,1060,1060,0,0,20
140187,100856,0,7,14,59000,1,0,3,1,3,1,1,521669,1037540,9.386056077,99.19735839,1,54,2,0,1086,1086,0,0,20
140188,100615,0,6,14,0,0,1,1,1,1,1,1,683787,2078030,18.78581991,100.7437625,1,71,2,1,1062,1062,0,30,30
140189,100896,0,6,14,150000,1,0,4,1,1,1,1,670688,801928,7.252275839,100.5460351,1,18,2,0,1089,1089,0,0,50
140190,100520,0,6,14,59000,1,0,1,1,1,1,1,972848,1937479,17.47368407,103.4498988,2,20,2,0,1054,1054,0,0,90
140191,100156,0,4,13,0,1,0,2,1,1,1,3,693965,1628097,14.71968201,100.801614,1,20,2,0,1029,1029,0,0,40
140192,100632,0,4,13,118000,2,0,1,1,1,1,3,589893,2132775,19.28672391,99.85554218,1,28,2,0,1063,1084,0,0,40
140193,100632,0,4,13,118000,2,0,1,1,1,1,3,589893,2132775,19.28672391,99.85554218,1,13,3,0,1063,1072,0,0,40
140194,100578,0,4,13,0,1,0,4,1,1,1,1,492473,1972419,17.83940038,98.92896246,1,71,2,0,1058,1058,0,0,20
140195,100723,0,4,13,59000,1,0,3,2,1,1,1,643114,1816791,16.42834526,100.3404091,1,23,2,0,1072,1072,0,0,50
140196,100251,0,4,13,4000000,0,1,1,1,1,1,2,875901,1711954,15.45714583,102.502181,1,47,9,1,1050,1050,2,10,40
140197,100783,0,4,13,0,1,0,4,1,2,1,3,626225,1546876,13.98949723,100.1687247,1,15,2,0,1077,1077,0,0,50
140198,100932,0,4,13,59000,1,0,4,1,1,1,1,788852,738531,6.674490639,101.612548,2,13,2,0,1093,1093,0,0,20
140199,100106,0,4,15,20000,1,0,4,1,1,1,1,666408,1603254,14.49699445,100.5441584,1,16,3,0,1024,1024,0,0,40
140200,100685,0,4,15,15000,2,0,1,1,3,90,3,564202,1822147,16.48017988,99.60151423,1,17,2,0,1068,1068,0,0,50
140201,100685,0,4,15,15000,2,0,1,1,3,90,3,564202,1822147,16.48017988,99.60151423,1,18,3,0,1068,1068,1,0,50
140202,100480,0,4,15,0,1,0,4,3,1,90,90,1020989,1732837,15.61982231,103.855347,1,38,2,0,1052,1052,0,0,20
140203,100545,0,4,15,0,1,0,1,1,3,90,2,1132770,1806911,16.26044769,104.9130092,1,25,2,0,1056,1056,0,0,20
140204,100786,0,4,15,59000,1,0,3,1,1,1,2,634322,1497243,13.54044077,100.2413142,2,36,2,0,1078,1078,0,0,20
140205,100862,0,4,15,59000,1,0,4,2,2,2,2,539983,972554,8.798134369,99.36356461,1,53,2,0,1086,1086,0,0,50
140206,100283,0,4,15,15000,1,0,4,1,1,90,2,981133,1670856,15.06907759,103.4728253,2,46,2,0,1040,1040,0,0,20
140207,100792,0,4,15,0,1,0,4,2,1,3,1,608452,1441233,13.03511966,100.000193,1,51,2,0,1080,1080,0,0,90
140208,100807,0,4,15,0,1,0,1,1,3,1,2,593567,1334278,12.06852687,99.85971213,1,43,2,0,1081,1081,0,0,40
140209,100472,0,6,15,300000,0,1,1,1,3,1,1,964412,1791960,16.1638165,103.3406622,1,50,1,1,1051,1051,0,10,60
140210,100711,0,12,13,15000,1,0,1,1,1,90,3,588589,1915548,17.32362009,99.83368492,1,19,2,0,1070,1070,0,0,40
140211,100784,0,11,13,300000,2,0,1,1,1,1,1,632775,1523578,13.77858392,100.2282522,1,50,2,0,1077,1077,0,0,50
140212,100784,0,11,13,300000,2,0,1,1,1,1,1,632775,1523578,13.77858392,100.2282522,1,45,2,0,1077,1077,0,0,40
140213,100965,0,11,13,0,1,0,4,90,90,90,90,1006575,2015258,18.16690605,103.7852206,1,28,2,0,1096,1096,1,0,90
140214,100803,0,4,13,59000,1,0,4,1,1,1,1,595202,1373197,12.42039212,99.87589299,1,55,2,0,1081,1081,0,0,90
140215,100932,0,4,13,59000,1,0,4,1,3,1,1,780888,741423,6.701002458,101.5407008,2,59,2,0,1095,1095,2,0,20
140216,100248,0,4,13,0,1,0,4,2,1,3,3,773966,1626230,14.69585135,101.544049,2,18,2,0,1038,1038,0,0,50
140217,100777,0,4,13,0,4,1,2,1,1,1,2,614949,1602567,14.49343767,100.0666947,1,23,3,0,1076,1076,1,0,40
140218,100777,0,4,13,0,4,1,2,1,1,1,2,614949,1602567,14.49343767,100.0666947,1,17,3,0,1076,1076,0,0,40
140219,100777,0,4,13,0,4,1,2,1,1,1,2,614949,1602567,14.49343767,100.0666947,1,16,3,0,1076,1076,1,0,40
140220,100777,0,4,13,0,4,1,2,1,1,1,2,614949,1602567,14.49343767,100.0666947,1,25,3,0,1076,1076,0,0,40
140221,100777,0,4,13,0,4,1,2,1,1,1,2,614949,1602567,14.49343767,100.0666947,1,28,3,1,1076,1076,0,30,60
140222,100666,0,4,13,0,1,0,4,1,1,1,1,608767,1760134,15.91804005,100.0161353,2,61,2,0,1066,1066,0,0,50
140223,100248,0,4,13,0,1,0,4,1,1,1,1,766967,1628505,14.71710481,101.4793323,1,35,2,0,1038,1040,2,0,40
140224,100852,0,4,13,59000,1,0,1,1,2,1,3,553903,1007253,9.111835685,99.49055661,1,20,2,0,1086,1086,0,0,50
140225,100714,0,4,13,59000,1,0,3,1,1,1,1,633364,1861071,16.8290983,100.2516995,1,46,2,0,1071,1071,2,0,40
140226,100756,0,4,13,0,1,0,2,90,1,1,1,472468,1609565,14.5589927,98.74442318,1,51,2,0,1075,1075,0,0,40
140227,100685,0,11,14,59000,1,0,1,1,1,1,1,554207,1830215,16.55335964,99.50806366,2,24,2,0,1070,1070,2,0,50
140228,100787,0,11,14,59000,1,0,1,1,1,1,2,624019,1494327,13.51453303,100.1459887,1,25,2,0,1078,1078,0,0,40
140229,100489,0,8,14,59000,1,0,1,1,1,2,2,992888,1794254,16.17889871,103.606692,1,72,9,0,1052,1052,0,0,50
140230,100487,0,8,14,8059000,1,2,1,1,3,1,1,986327,1756102,15.83639704,103.5377238,1,59,2,1,1052,1052,1,30,50
140231,100487,0,8,14,8059000,1,2,1,1,3,1,1,986327,1756102,15.83639704,103.5377238,1,54,3,1,1052,1052,1,30,50
140232,100487,0,8,14,8059000,1,2,1,1,3,1,1,986327,1756102,15.83639704,103.5377238,1,57,3,0,1052,1052,1,0,50
140233,100685,0,11,14,59000,1,0,1,1,1,1,2,552412,1822445,16.48316198,99.49106273,2,16,2,0,1068,1068,0,0,50
140234,100487,0,8,14,4000000,0,1,1,1,3,2,2,990148,1757833,15.85124739,103.5736465,1,19,2,1,1052,1052,0,30,50
140235,100487,0,8,14,4000000,0,1,1,1,3,2,1,990270,1757951,15.85228673,103.5748063,1,47,1,1,1052,1052,0,30,50
140236,100739,0,8,14,8791,1,0,2,2,1,3,1,741804,1812674,16.38322233,101.263896,2,36,2,0,1073,1073,0,0,20
140237,100739,0,8,14,773,1,0,1,1,2,1,1,718916,1799457,16.26601223,101.0484673,1,19,2,0,1073,1073,0,0,20
140238,100536,0,10,14,0,1,0,3,1,90,1,1,1106454,1897798,17.08471638,104.6921947,2,54,3,0,1055,1055,0,0,50
140239,100777,0,10,14,20000,2,1,1,2,1,3,2,623271,1599221,14.46282717,100.143755,1,21,2,1,1076,1076,1,10,40
140240,100777,0,10,14,20000,2,1,1,2,1,3,2,623271,1599221,14.46282717,100.143755,1,21,3,0,1076,1076,1,0,40
140241,100777,0,10,14,20000,2,1,1,2,1,3,2,623271,1599221,14.46282717,100.143755,2,22,3,0,1076,1076,1,0,40
140242,100180,0,10,14,4000000,0,1,3,1,3,1,2,838244,1395859,12.60858969,102.1129379,1,30,2,1,1040,1040,2,30,40
140243,100132,0,10,14,20000,1,0,1,2,2,3,1,753182,1693512,15.30568264,101.3578248,1,44,2,0,1025,1025,2,0,40
140244,100475,0,10,14,4000000,0,1,1,1,1,2,2,1052744,1735962,15.64122009,104.1511573,1,39,2,1,1052,1052,0,10,50
140245,100171,0,11,14,500000,1,2,3,1,3,1,2,748998,1480915,13.38541521,101.2991991,2,66,3,1,1030,1072,2,10,40
140246,100171,0,11,14,500000,1,2,3,1,3,1,2,748998,1480915,13.38541521,101.2991991,1,32,2,0,1030,1030,0,0,40
140247,100171,0,11,14,500000,1,2,3,1,3,1,2,748998,1480915,13.38541521,101.2991991,2,23,3,1,1030,1030,0,10,40
140248,100228,0,6,14,4000000,0,1,1,90,90,90,90,817001,1650997,14.91475751,101.9463426,1,34,2,1,1040,1040,2,30,40
140249,100615,0,4,13,59000,1,0,3,1,1,90,2,682331,2078861,18.79345539,100.7300294,1,21,2,0,1062,1062,0,0,50
140250,100910,0,4,13,0,1,0,1,1,1,90,3,556966,854751,7.732418087,99.51659862,1,34,2,0,1091,1091,0,0,50
140251,100820,0,4,13,59000,1,0,4,2,2,3,1,596806,901547,8.155074899,99.87876582,1,33,2,0,1082,1082,0,0,40
140252,100605,0,4,13,50000,1,0,4,1,1,1,2,631922,2013970,18.21091938,100.2475741,1,41,2,0,1061,1061,0,0,50
140253,100663,0,4,13,0,1,0,4,1,1,1,1,615194,1721032,15.56430508,100.0743128,1,28,1,0,1066,1066,0,0,20
140254,100551,0,4,13,1000,1,0,1,3,3,1,1,466115,2038937,18.44036551,98.67911077,1,14,2,0,1020,1020,2,0,20
140255,100609,0,4,13,59000,1,0,3,2,1,3,2,611995,1987986,17.97723497,100.0577431,1,14,3,0,1061,1061,1,0,50
140256,100575,0,4,13,0,1,0,3,1,1,1,1,507266,2053983,18.57661237,99.06886339,1,44,2,0,1057,1057,2,0,20
140257,100714,0,4,13,59000,1,0,1,1,1,1,2,634353,1860110,16.82035651,100.2609227,1,45,2,0,1071,1071,0,0,40
140258,100229,0,4,13,0,1,0,4,1,1,1,1,861976,1595112,14.40458778,102.3561794,1,24,2,0,1038,1038,0,0,20
140259,100615,0,4,13,59000,1,0,3,1,3,90,2,687693,2078640,18.79098074,100.7808673,1,17,2,0,1062,1062,0,0,50
140260,100884,0,4,13,10000,1,0,4,1,1,1,1,698629,767800,6.942778304,100.797838,1,26,2,0,1089,1089,1,0,20
140261,100819,0,4,13,59000,1,0,3,2,1,3,1,631564,924584,8.362602371,100.1948706,2,13,2,0,1082,1082,0,0,20
140262,100677,0,4,13,0,1,0,3,1,3,1,1,609813,1700241,15.37660596,100.0232112,2,30,2,0,1067,1067,0,0,50
140263,100716,0,4,13,0,1,0,4,1,1,1,3,671646,1910732,17.27532783,100.6147583,1,55,2,0,1071,1071,0,0,20
140264,100669,0,4,13,15000,1,0,4,1,1,90,3,656420,1745273,15.78117852,100.4602699,1,48,2,0,1066,1066,0,0,60
140265,100876,0,4,13,60000,1,0,4,2,1,3,1,547040,1199743,10.85285603,99.43038052,1,43,2,0,1088,1057,0,0,50
140266,100590,0,4,13,35000,1,0,1,1,2,1,1,507085,1955255,17.68425896,99.06680846,2,51,3,0,1041,1041,2,0,40
140267,100411,0,4,13,0,1,0,1,1,1,1,1,903942,1935706,17.47115546,102.8022347,1,60,3,0,1021,1021,2,0,40
140268,100314,0,4,13,3500,1,0,2,1,1,1,3,1080176,1685070,15.17701394,104.3941459,1,61,2,0,1041,1041,1,0,50
140269,100876,0,4,13,59000,1,0,4,2,1,3,1,534422,1209047,10.93714052,99.31502523,1,26,2,0,1088,1088,0,0,20
140270,100912,0,4,13,20000,1,0,4,1,2,90,1,577062,836699,7.568877858,99.69856629,2,70,2,0,1091,1091,0,0,90
140271,100684,0,4,13,59000,1,0,2,1,1,1,1,569159,1691683,15.30065672,99.64419203,1,15,3,0,1067,1067,0,0,50
140272,100818,0,4,13,59000,1,0,3,1,1,1,1,540612,917355,8.29884739,99.36880377,1,24,2,0,1082,1082,0,0,40
140273,100248,0,4,13,0,1,0,4,1,1,1,1,757926,1608918,14.54104731,101.3935023,1,15,2,0,1038,1038,0,0,50
140274,100677,0,4,13,0,1,0,3,3,2,90,2,610139,1700208,15.37629368,100.026247,1,19,2,0,1067,1067,0,0,50
140275,100759,0,4,13,0,1,0,1,1,1,1,1,578503,1594604,14.42273687,99.72827542,2,62,3,0,1075,1075,1,0,40
140276,100795,0,4,13,0,4,0,1,1,3,1,1,604740,1411657,12.76783835,99.96493709,1,35,3,0,1020,1020,2,0,50
140277,100795,0,4,13,0,4,0,1,1,3,1,1,604740,1411657,12.76783835,99.96493709,2,26,3,0,1020,1020,2,0,50
140278,100795,0,4,13,0,4,0,1,1,3,1,1,604740,1411657,12.76783835,99.96493709,2,24,3,0,1076,1076,2,0,50
140279,100795,0,4,13,0,4,0,1,1,3,1,1,604740,1411657,12.76783835,99.96493709,2,28,3,0,1076,1076,2,0,50
140280,100304,0,4,13,0,1,0,4,2,1,1,1,1086277,1637710,14.74939902,104.4398949,1,10,1,0,1041,1041,0,0,20
140281,100466,0,4,13,59000,1,0,4,2,1,1,1,957131,1717698,15.49569358,103.2586753,2,17,3,0,1051,1051,0,0,20
140282,100576,0,4,13,59000,1,0,4,1,2,4,3,495689,2037105,18.42407436,98.95917873,1,24,2,0,1058,1058,0,0,50
140283,100737,0,4,12,50000,1,0,1,2,1,1,1,190411,181394,1.639177451,96.2177701,1,15,2,0,1073,1073,0,0,20
140284,100725,0,4,12,4590000,1,1,1,1,1,1,1,620282,1797780,16.25777358,100.1256125,2,35,3,0,1072,1072,1,0,60
140285,100725,0,4,12,4590000,1,1,1,1,1,1,1,620282,1797780,16.25777358,100.1256125,1,14,2,1,1072,1072,1,10,50
140286,100558,0,4,12,0,1,0,2,2,1,1,1,536573,2218035,20.05887749,99.34975735,1,33,2,0,1064,1064,2,0,20
140287,100283,0,4,12,59000,1,0,3,1,1,1,1,983395,1649750,14.87842691,103.4898355,1,13,2,0,1040,1040,0,0,20
140288,100436,0,4,12,3000,1,0,4,1,1,1,3,805691,1994741,18.01962879,101.8869446,1,30,2,0,1049,1049,0,0,20
140289,100531,0,6,14,0,1,0,1,2,1,3,1,1110343,1930630,17.37897561,104.7377037,2,28,2,0,1055,1055,0,0,50
140290,100563,0,6,14,20000000,0,1,2,1,1,1,1,491672,2066388,18.68872522,98.92101975,1,16,2,1,1057,1057,1,10,40
140291,100062,100973,7,14,0,0,2,3,1,1,1,2,682101,1517980,13.72528824,100.6840662,1,24,2,1,1020,1020,1,10,40
140292,100062,100973,7,14,0,0,2,3,1,1,1,2,682101,1517980,13.72528824,100.6840662,2,21,3,1,1020,1020,0,10,40
140293,100576,0,4,13,59000,1,0,2,1,2,4,1,524054,2048649,18.52827822,99.2279068,1,32,2,0,1057,1057,0,0,50
140294,100434,0,4,13,900,3,0,4,1,2,1,1,815763,193486,1.748363225,101.8378285,2,32,3,0,1046,1046,2,0,40
140295,100434,0,4,13,900,3,0,4,1,2,1,1,815763,193486,1.748363225,101.8378285,1,59,3,0,1046,1046,2,0,40
140296,100434,0,4,13,900,3,0,4,1,2,1,1,815763,193486,1.748363225,101.8378285,1,30,2,0,1046,1046,2,0,40
140297,100472,0,4,13,59000,1,0,3,2,1,1,2,960847,1793430,16.17774442,103.3076976,1,18,3,0,1051,1051,0,0,20
140298,100463,0,4,13,45000,1,0,4,1,2,1,1,953374,1757495,15.85517218,103.2311402,1,24,2,0,1051,1051,1,0,60
140299,100550,0,4,13,0,1,0,1,1,2,1,2,493774,2073794,18.75566762,98.94093123,1,23,2,0,1057,1057,1,0,40
140300,100279,0,4,13,0,1,0,4,1,1,1,1,953844,1623344,14.64553639,103.2113159,1,49,2,0,1039,1039,0,0,50
140301,100908,0,4,13,0,1,0,1,2,2,3,3,582320,812720,7.351908572,99.74585994,1,56,2,2,1091,1091,0,30,20
140302,100792,0,4,13,0,1,0,4,1,1,1,1,603397,1445749,13.07612648,99.95373478,1,28,2,0,1080,1080,0,0,50
140303,100806,0,4,13,500,1,0,4,1,1,1,1,584480,1316517,11.90816725,99.77576567,2,1,3,0,1081,1081,0,0,20
140304,100623,0,4,13,0,1,0,1,2,1,1,2,683552,2053789,18.56685218,100.7392979,1,27,2,0,1062,1062,0,0,60
140305,100714,0,4,13,59000,1,0,3,2,1,1,1,634552,1859006,16.81036765,100.262724,1,17,2,0,1071,1071,0,0,60
140306,100583,0,4,13,0,1,0,3,1,1,1,3,548819,2023473,18.30031013,99.46193848,1,33,2,0,1059,1059,1,0,50
140307,100587,0,4,13,0,1,0,4,1,1,1,1,604020,2072129,18.73802804,99.98674161,1,28,2,0,1059,1059,0,0,50
140308,100632,0,4,13,4000000,0,1,1,1,3,1,1,598127,2105717,19.04183537,99.93252467,1,32,2,1,1063,1063,1,10,50
140309,100480,0,4,13,59000,1,0,3,1,1,1,1,1015587,1729783,15.59341681,103.8044891,1,52,2,0,1052,1052,0,0,50
140310,100685,0,4,13,4000000,0,1,2,1,1,1,3,554367,1805309,16.32821376,99.50897634,1,46,2,1,1068,1068,0,10,50
140311,100488,0,8,14,59000,1,0,1,1,1,90,3,1018721,1788166,16.11869752,103.846189,1,43,2,0,1052,1052,1,0,40
140312,100478,0,10,14,4059000,1,1,1,1,1,1,3,1068944,1811708,16.31944349,104.3197076,1,68,2,1,1052,1052,0,30,40
140313,100478,0,10,14,4059000,1,1,1,1,1,1,3,1068944,1811708,16.31944349,104.3197076,2,19,2,0,1051,1051,2,0,50
140314,100487,0,8,14,4000000,0,1,2,1,3,2,2,988710,1753376,15.81136466,103.5593562,1,66,2,1,1052,1052,0,10,50
140315,100347,0,10,14,10000,0,1,1,1,1,1,1,1051699,1755303,15.81559536,104.1458344,1,48,1,1,1043,1043,0,10,50
140316,100739,0,8,14,26350,3,0,1,1,1,1,1,729872,1820327,16.45352905,101.1530019,2,21,3,0,1073,1073,0,0,20
140317,100739,0,8,14,26350,3,0,1,1,1,1,1,729872,1820327,16.45352905,101.1530019,1,25,2,0,1073,1073,0,0,40
140318,100739,0,8,14,26350,3,0,1,1,1,1,1,729872,1820327,16.45352905,101.1530019,2,9,3,0,1073,1073,0,0,40
140319,100739,0,8,14,861,1,0,2,2,2,3,2,720260,1799899,16.26988337,101.0610793,1,18,2,0,1073,1073,0,0,20
140320,100743,0,8,14,35000,0,1,2,2,90,3,1,725158,1731970,15.65574029,101.1004819,1,38,2,1,1073,1073,0,30,40
140321,100739,0,8,14,661,1,0,3,2,2,3,1,728468,1814387,16.40000345,101.1392712,2,19,2,0,1073,1073,0,0,40
140322,100738,0,11,13,15000,1,0,4,1,2,1,1,712440,1834045,16.57907752,100.9910758,1,13,2,0,1073,1073,0,0,40
140323,100590,0,4,13,30000,1,0,1,1,1,1,2,524361,1947387,17.61301822,99.22962284,1,53,2,0,1059,1059,0,0,50
140324,100819,0,4,13,59000,1,0,1,2,1,3,3,624427,920969,8.330100133,100.1299669,1,30,2,0,1082,1082,0,0,50
140325,100634,0,4,13,59000,1,0,1,1,1,1,2,636452,2159334,19.5240709,100.3004958,2,15,2,0,1063,1063,0,0,20
140326,100634,0,4,13,59000,1,0,4,1,1,1,1,641159,2163789,19.56399203,100.3456818,1,45,2,0,1063,1063,0,0,20
140327,100899,0,4,13,0,0,1,2,1,3,1,1,603660,760809,6.882026102,99.93824081,2,11,2,1,1090,1090,1,30,50
140328,100589,0,4,13,0,1,0,4,1,1,1,1,566999,2119857,19.17087575,99.63721362,1,44,2,0,1059,1059,0,0,60
140329,100614,0,4,13,60000,1,0,2,1,1,1,1,653554,2078570,18.79315642,100.4570305,2,39,2,0,1062,1062,0,0,20
140330,100126,0,4,13,0,1,0,1,1,1,1,1,738167,1690191,15.27711073,101.2177553,1,28,3,0,1026,1026,0,0,40
140331,100100,0,4,13,1200,1,0,3,1,1,1,1,669442,1587936,14.35835977,100.5713332,2,18,3,0,1024,1024,0,0,20
140332,100905,0,4,13,49000,1,0,3,1,3,1,1,566870,835381,7.557094511,99.60616307,2,46,2,0,1091,1091,0,0,60
140333,100225,0,4,13,0,1,0,1,1,1,1,1,835041,1511368,13.65190808,102.096541,2,13,3,0,1037,1037,0,0,50
140334,100581,0,4,13,50000,1,0,4,1,2,1,3,514329,2061947,18.64855496,99.13585988,1,16,3,0,1058,1058,0,0,20
140335,100756,0,4,13,0,2,0,1,2,2,1,1,469488,1622061,14.67194242,98.7166156,2,8,3,0,1075,1075,0,0,40
140336,100756,0,4,13,0,2,0,1,2,2,1,1,469488,1622061,14.67194242,98.7166156,2,38,2,0,1075,1075,0,0,40
140337,100271,0,4,13,5000,1,0,4,1,3,1,1,941857,1696890,15.31075252,103.1129533,1,25,2,0,1039,1039,0,0,50
140338,100463,0,4,13,45000,1,0,2,2,1,1,3,939943,1780610,16.06601368,103.1102855,1,16,1,0,1051,1051,0,0,20
140339,100576,0,4,13,59000,1,0,4,1,1,1,2,505730,2037992,18.43208791,99.05426043,1,53,2,0,1058,1058,1,0,50
140340,100730,0,4,13,59000,1,0,4,1,1,1,3,673402,1781760,16.10978336,100.6214111,1,21,2,0,1072,1072,0,0,50
140341,100725,0,4,13,49000,1,0,1,1,1,90,3,620345,1798922,16.26809233,100.1262608,1,40,2,0,1072,1072,0,0,50
140342,100614,0,4,13,60000,1,0,4,1,1,1,1,650782,2080135,18.80749964,100.4308534,1,23,2,0,1062,1062,0,0,20
140343,100094,0,4,13,0,1,0,4,1,1,1,1,686928,1559035,14.09603155,100.7314502,1,34,2,0,1023,1023,1,0,60
140344,100777,0,4,13,0,1,0,4,2,1,1,1,622378,1595845,14.43234866,100.1353157,1,14,2,0,1076,1076,0,0,20
140345,100777,0,4,13,0,2,0,3,2,1,90,1,621256,1600420,14.47375608,100.1251162,1,13,3,0,1025,1025,2,0,20
140346,100777,0,4,13,0,2,0,3,2,1,90,1,621256,1600420,14.47375608,100.1251162,1,13,2,0,1076,1076,0,0,20
140347,100274,0,4,13,59000,1,0,1,1,1,1,2,930018,1691675,15.26571961,103.0020534,1,64,3,0,1039,1039,1,0,50
140348,100633,0,4,13,70000,1,0,1,1,1,1,1,618871,2138556,19.33745911,100.1316599,1,17,2,0,1063,1063,0,0,30
140349,100583,0,4,13,0,1,0,4,2,3,90,90,563514,2031903,18.37611213,99.60124489,1,26,2,0,1059,1059,0,0,50
140350,100463,0,4,13,20000,1,0,4,3,1,1,1,943182,1785253,16.10729481,103.1413586,1,62,2,0,1051,1051,0,0,60
140351,100902,0,4,13,0,1,0,4,3,1,90,1,592678,780354,7.058995216,99.83916335,1,23,2,0,1090,1090,0,0,20
140352,100503,0,4,13,5000,2,0,4,2,1,3,1,994991,1850437,16.68470068,103.6383238,2,60,1,0,1053,1053,0,0,50
140353,100503,0,4,13,5000,2,0,4,2,1,3,1,994991,1850437,16.68470068,103.6383238,2,1,1,0,1053,1053,0,0,50
140354,100710,0,4,13,0,1,0,1,1,1,90,3,590486,1893760,17.12661753,99.85063417,1,28,2,0,1070,1070,0,0,60
140355,100787,0,4,13,20000,1,0,2,1,1,1,3,629601,1507021,13.62904968,100.1981366,1,27,2,0,1078,1078,0,0,20
140356,100381,0,4,13,0,1,0,1,1,1,1,1,880428,1868781,16.87148739,102.569639,1,25,2,0,1046,1046,0,0,20
140357,100575,0,4,13,0,1,0,1,1,1,1,2,503264,2052582,18.56396003,99.03093223,1,32,2,0,1058,1058,0,0,40
140358,100786,0,4,13,59000,1,0,4,2,2,1,1,637794,1501600,13.57966707,100.2736044,1,33,2,0,1049,1049,2,0,20
140359,100730,0,4,13,59000,1,0,1,1,1,1,1,664143,1789768,16.18279152,100.5354151,1,34,2,0,1072,1072,1,0,20
140360,100328,0,4,13,50000,1,0,4,1,1,1,1,1147369,1609848,14.48485726,104.9978096,1,22,2,0,1042,1042,0,0,50
140361,100567,0,4,13,50000,1,0,4,1,1,1,1,498626,2067036,18.69459801,98.98696894,1,55,2,0,1058,1058,0,0,40
140362,100777,0,4,13,0,1,0,3,2,3,1,1,620970,1599865,14.46875162,100.1224376,1,42,3,0,1076,1076,1,0,20
140363,100516,0,3,13,4000000,1,1,4,3,3,1,3,1004907,1955862,17.63229667,103.7551952,1,33,3,1,1054,1054,0,10,90
140364,100516,0,3,13,4000000,1,1,4,3,3,1,3,1004907,1955862,17.63229667,103.7551952,1,20,2,0,1054,1054,0,0,90
