,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
1273,0.787,0.14,124.982,0.108,0.0524,0.0,4,0.779,10,204347,-4.305,0.708,0,audio_features,spotify:track:0CcQNd8CINkwQfe1RDtGV6
1274,0.691,0.225,79.856,0.0307,0.0611,2.54e-05,4,0.293,7,252126,-4.839,0.291,1,audio_features,spotify:track:0hTyySmaM27kaBNofAYOdr
1275,0.885,0.0859,129.93,0.0305,0.445,0.0,4,0.647,11,192106,-2.393,0.594,0,audio_features,spotify:track:6elsRmdqv0DGmmppxnqm4q
1276,0.769,0.104,97.985,0.123,0.0293,0.0101,4,0.726,6,233902,-5.043,0.733,1,audio_features,spotify:track:3B54sVLJ402zGa6Xm4YGNe
1277,0.677,0.13,103.809,0.0993,0.0148,6.21e-06,4,0.543,11,189440,-4.915,0.294,0,audio_features,spotify:track:2rb5MvYT7ZIxbKW5hfcHx8
1278,0.624,0.0513,117.959,0.0488,0.158,0.0,4,0.855,1,180757,-4.093,0.962,1,audio_features,spotify:track:4c2W3VKsOFoIg2SFaO6DY5
1279,0.56,0.0944,134.066,0.0406,0.013,0.0,4,0.853,1,206693,-4.961,0.86,1,audio_features,spotify:track:0KKkJNfGyhkQ5aFogxQAPU
1280,0.743,0.257,123.074,0.0355,0.034,0.0,4,0.644,5,203000,-5.002,0.544,0,audio_features,spotify:track:3PEgB3fkiojxms35ntsTgs
1281,0.51,0.112,122.964,0.0633,0.446,2.46e-05,4,0.712,8,240507,-8.162,0.268,1,audio_features,spotify:track:2Za1AlJNvksouPPWbXpR2X
1282,0.853,0.0759,125.034,0.0816,0.0688,0.0,4,0.786,8,213264,-2.687,0.45,1,audio_features,spotify:track:1Zyd6zQnC6XIIzmg3hP7Ot
1283,0.426,0.0546,85.908,0.0509,0.0142,0.0,4,0.728,0,188174,-6.69,0.844,1,audio_features,spotify:track:167NczpNbRF7oWakJaY3Hh
1284,0.581,0.0988,129.352,0.0277,0.343,1.15e-06,4,0.656,3,274147,-5.522,0.471,1,audio_features,spotify:track:35xujz4rBKjBkVLx2AoD6Y
1285,0.723,0.346,125.022,0.109,0.0672,0.0,4,0.929,11,223962,-5.792,0.458,0,audio_features,spotify:track:2771LMNxwf62FTAdpJMQfM
1286,0.714,0.179,147.997,0.121,0.312,0.0,4,0.662,5,212120,-5.68,0.464,0,audio_features,spotify:track:52okn5MNA47tk87PeZJLEL
1287,0.804,0.253,123.146,0.0363,0.215,0.0,4,0.63,6,220293,-4.183,0.492,1,audio_features,spotify:track:3a1lNhkSLSkpJE4MSHpDu9
1288,0.75,0.109,155.096,0.231,0.00264,0.0,4,0.732,11,182707,-6.366,0.401,0,audio_features,spotify:track:7GX5flRQZVHRAGd6B4TmDO
1289,0.538,0.196,143.95,0.0382,0.0689,0.0,4,0.556,8,223347,-5.408,0.291,0,audio_features,spotify:track:75ZvA4QfFiZvzhj2xkaWAh
1290,0.621,0.133,128.041,0.0295,0.143,0.0,4,0.545,0,259000,-6.334,0.351,1,audio_features,spotify:track:5uv1Q92Nv4l7nsuTvnwT9L
1291,0.595,0.148,77.538,0.0419,0.162,0.0,4,0.652,6,156000,-6.944,0.303,0,audio_features,spotify:track:3gfmFoJgmn9LiIj5mV8oSS
1292,0.621,0.0958,150.011,0.102,0.000282,5.39e-05,4,0.908,1,177000,-6.638,0.421,0,audio_features,spotify:track:7KXjTSCq5nL1LoYtL7XAwS
1293,0.85,0.0678,145.983,0.0468,0.0319,4.81e-05,4,0.749,0,190423,-4.346,0.672,1,audio_features,spotify:track:5EzitieoPnjyKHAq0gfRMa
1294,0.886,0.112,125.046,0.0461,0.058,0.0,4,0.714,0,189356,-3.076,0.752,1,audio_features,spotify:track:3CEs5Jnov3YkmYn0Vezrcr
1295,0.524,0.111,95.01,0.0338,0.414,0.0,4,0.748,8,244960,-5.599,0.661,1,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw
1296,0.795,0.0717,79.028,0.0504,0.0417,0.000113,4,0.801,1,163253,-5.115,0.754,0,audio_features,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK
1297,0.672,0.118,97.98,0.0688,0.0329,0.0,4,0.671,0,204173,-3.094,0.632,0,audio_features,spotify:track:1OAh8uOEOvTDqkKFsKksCi
1298,0.391,0.297,134.021,0.242,0.469,4.13e-06,4,0.872,0,119133,-9.144,0.437,0,audio_features,spotify:track:7m9OqQk4RVRkw9JJdeAw96
1299,0.513,0.0894,139.979,0.0411,0.102,1.69e-06,4,0.744,2,211671,-9.492,0.353,0,audio_features,spotify:track:7q8jJ1XZEliBakZSUMFde5
1300,0.885,0.357,92.959,0.106,0.0244,0.0,4,0.583,0,217052,-3.571,0.601,0,audio_features,spotify:track:5RGf8qn1TBWVplLyyKUsuV
1301,0.783,0.083,154.084,0.0856,0.047,0.0,4,0.643,10,163870,-6.458,0.579,1,audio_features,spotify:track:7iDa6hUg2VgEL1o1HjmfBn
1302,0.379,0.0986,107.989,0.0476,0.607,0.000464,4,0.614,4,258987,-10.48,0.201,1,audio_features,spotify:track:6fxVffaTuwjgEk5h9QyRjy
1303,0.846,0.13,106.992,0.0354,0.0063,1.68e-06,4,0.539,8,274097,-3.192,0.46,1,audio_features,spotify:track:0WNGsQ1oAuHzNTk8jivBKW
1304,0.868,0.104,121.03,0.0291,0.15,0.132,4,0.703,7,193613,-4.661,0.733,0,audio_features,spotify:track:1NDxZ7cFAo481dtYWdrUnR
1305,0.478,0.0892,78.015,0.048,0.553,0.0,4,0.711,4,274615,-8.943,0.424,0,audio_features,spotify:track:1pjVBWRTyPG3WXlxTNYT3U
1306,0.833,0.195,93.941,0.094,0.0556,0.0,4,0.722,6,180000,-3.915,0.53,1,audio_features,spotify:track:0jFHMDRXxKaREor3hBEEST
1307,0.927,0.0583,88.931,0.27,0.317,0.0,4,0.481,3,228613,-5.704,0.448,1,audio_features,spotify:track:3l8yQMdniG6Os8gUBNXV57
1308,0.594,0.0873,113.843,0.0565,0.0254,3.03e-06,4,0.386,1,271520,-6.186,0.187,1,audio_features,spotify:track:31MkGwj0SWgZaTvEt5Hgxv
1309,0.346,0.0871,75.016,0.351,0.0151,7.04e-06,4,0.884,8,220307,-8.228,0.376,0,audio_features,spotify:track:2fQrGHiQOvpL9UgPvtYy6G
1310,0.757,0.106,82.008,0.05,0.617,0.0,4,0.703,1,221747,-3.612,0.696,1,audio_features,spotify:track:2eAZfqOm4EnOF9VvN50Tyc
1311,0.619,0.4,95.977,0.0725,0.0868,2.55e-06,4,0.412,7,250053,-6.39,0.234,1,audio_features,spotify:track:1ipE3bBLWeLkIvxWUaxpSu
1312,0.733,0.102,104.007,0.0423,0.0551,0.0,4,0.63,1,199586,-4.338,0.486,1,audio_features,spotify:track:5Gz1PxujU62sfecQpB0Stm
1313,0.819,0.159,90.004,0.0313,0.191,0.0,4,0.678,8,184248,-3.306,0.499,1,audio_features,spotify:track:1Sl3njkhhz8nrSPZroDQ82
1314,0.779,0.178,106.966,0.0433,0.326,0.0,4,0.758,8,192880,-3.531,0.78,0,audio_features,spotify:track:4ioNqWWd8Ivz4bLfrn3bBN
1315,0.367,0.0943,98.052,0.0275,0.94,0.218,4,0.657,1,336562,-7.01,0.225,1,audio_features,spotify:track:55dOUAyuTB3QWo5sKrpsFv
1316,0.717,0.121,173.8,0.0318,0.213,0.0,4,0.407,11,284138,-5.54,0.396,1,audio_features,spotify:track:3YrKiQmCq64ZYeex4ifd17
1317,0.574,0.083,174.152,0.0454,0.196,0.0,4,0.578,2,261240,-6.209,0.301,1,audio_features,spotify:track:0kN8xEmgMW9mh7UmDYHlJP
1318,0.658,0.0939,99.99,0.0304,0.0215,1.66e-06,4,0.653,2,221507,-6.428,0.219,1,audio_features,spotify:track:72jbDTw1piOOj770jWNeaG
1319,0.523,0.117,119.889,0.0597,0.239,0.0,4,0.936,5,124056,-6.71,0.699,1,audio_features,spotify:track:43ZyHQITOjhciSUUNPVRHc
1320,0.917,0.0839,125.042,0.189,0.0409,0.0,4,0.709,9,191139,-3.315,0.515,1,audio_features,spotify:track:7nKQ5WAcjnG48knyLuo8gO
1321,0.724,0.116,121.884,0.0839,0.0308,0.0,4,0.518,8,192731,-6.327,0.334,1,audio_features,spotify:track:7pstxLUhvsJC3M4TxHe2aI
1322,0.667,0.193,200.167,0.0323,0.405,1.54e-05,4,0.531,6,213600,-7.037,0.837,1,audio_features,spotify:track:3usWyH1du9AWTTxUIMOh79
1323,0.849,0.398,127.923,0.0563,0.0461,0.0,4,0.642,11,214942,-3.266,0.601,0,audio_features,spotify:track:0WJVy5IYA9AeAI1htZDq0C
1324,0.445,0.184,78.998,0.0295,0.474,0.0,4,0.781,2,281560,-6.061,0.591,1,audio_features,spotify:track:1Slwb6dOYkBlWal1PGtnNg
1325,0.55,0.0944,121.958,0.0416,0.509,0.0003,4,0.698,5,240492,-6.47,0.0752,1,audio_features,spotify:track:43jODHDCovQ6CRYgYMhzrM
1326,0.836,0.1,109.986,0.0342,0.0877,0.0,4,0.778,8,246545,-2.709,0.847,1,audio_features,spotify:track:0OCOoJ0TVcCLRCBFycKgnF
1327,0.378,0.28,100.418,0.438,0.835,0.0,4,0.609,4,233720,-9.828,0.515,1,audio_features,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT
1328,0.758,0.186,97.052,0.108,0.044,0.0,4,0.704,4,197667,-4.393,0.663,0,audio_features,spotify:track:5OepnJhqZoyJN8qWo2LZzy
1329,0.548,0.13,129.959,0.0321,0.748,0.0,4,0.576,0,274154,-6.006,0.347,1,audio_features,spotify:track:34EtCXSXdm8iR2psCUGpwU
1330,0.619,0.0455,71.968,0.0401,0.0276,0.0,4,0.589,6,256000,-8.116,0.592,1,audio_features,spotify:track:3ALshyY9fzcWICITSHC3km
1331,0.722,0.0935,102.972,0.0945,0.00579,0.0,4,0.827,6,212600,-4.804,0.589,0,audio_features,spotify:track:67BbMuItfrHmaNqDxBPF7c
1332,0.561,0.0739,180.044,0.209,0.157,0.0,4,0.669,11,171096,-4.923,0.604,0,audio_features,spotify:track:2jYmK1cb3Uya6FFsocdpzO
1333,0.563,0.179,100.017,0.134,0.621,0.0,4,0.728,1,217707,-8.053,0.352,0,audio_features,spotify:track:68EMU2RD1ECNeOeJ5qAXCV
1334,0.644,0.117,199.96,0.0776,0.467,0.0,4,0.533,1,217973,-5.79,0.755,0,audio_features,spotify:track:6Rpj87GuuE59nij1NVmpzD
1335,0.73,0.0826,125.993,0.0338,0.00113,0.0,4,0.632,6,197893,-4.075,0.311,0,audio_features,spotify:track:6Ll3qUTssdGWMxbwhMud2N
1336,0.683,0.16,100.005,0.0325,0.164,1.53e-06,4,0.781,0,203427,-4.258,0.722,1,audio_features,spotify:track:6Upu6yjkdi0DVI8E3IBZEU
1337,0.946,0.923,110.024,0.126,0.00181,1.04e-06,4,0.594,8,231860,-3.408,0.665,1,audio_features,spotify:track:4hrpoqJMVE7FxBu1YWx0eQ
1338,0.868,0.365,104.988,0.295,0.183,0.0,4,0.593,1,201257,-3.573,0.496,0,audio_features,spotify:track:7aF09WaavZAmAWuUeYxlYD
1339,0.518,0.116,177.956,0.0309,0.366,0.0,4,0.404,5,228735,-7.159,0.15,1,audio_features,spotify:track:0fSl800MbFmlLs1aUxx7Z2
1340,0.459,0.105,78.019,0.335,0.138,3.89e-05,4,0.772,8,233893,-6.816,0.537,0,audio_features,spotify:track:4iyH6JZBZjk3htdJdZ6r51
1341,0.829,0.158,86.52,0.0516,0.000631,7.29e-05,4,0.481,1,241842,-3.428,0.578,1,audio_features,spotify:track:3ElQaABWL55eqagqUocEYW
1342,0.594,0.134,186.054,0.282,0.165,3.49e-06,4,0.681,7,230453,-7.028,0.535,1,audio_features,spotify:track:5aAx2yezTd8zXrkmtKl66Z
1343,0.702,0.293,135.104,0.0334,0.0223,0.0,4,0.636,0,176026,-5.352,0.516,0,audio_features,spotify:track:2ujA6F1cpk3m8lsPE5aKua
1344,0.85,0.133,104.024,0.135,0.0709,6.3e-06,4,0.687,5,169219,-4.91,0.611,0,audio_features,spotify:track:77ngtwBosDuAwiQu8afOOQ
1345,0.634,0.115,102.013,0.0654,0.232,0.0,4,0.679,5,210091,-5.024,0.498,0,audio_features,spotify:track:0dA2Mk56wEzDgegdC6R17g
1346,0.526,0.126,78.643,0.0484,0.428,0.0,5,0.314,0,192441,-4.686,0.195,0,audio_features,spotify:track:1HYzRuWjmS9LXCkdVHi25K
1347,0.819,0.0679,92.99,0.118,0.426,0.0,4,0.773,0,269187,-5.946,0.585,0,audio_features,spotify:track:5GXAXm5YOmYT0kL5jHvYBt
1348,0.678,0.237,157.978,0.138,0.23,1.91e-06,4,0.736,0,184207,-5.315,0.529,0,audio_features,spotify:track:0Xa7b1Kw7I08dD2k7zZKtV
1349,0.622,0.163,95.02,0.101,0.277,0.0,4,0.855,9,164284,-6.603,0.412,1,audio_features,spotify:track:4hDuZ5DmaYjNR2WBvlyfBw
1350,0.664,0.223,110.082,0.0667,0.192,0.0,4,0.639,8,165084,-4.837,0.349,0,audio_features,spotify:track:3V9DfRoS7JfSkuTyNEsCxQ
1351,0.557,0.0902,85.043,0.059,0.695,0.0,4,0.358,10,211467,-7.398,0.494,1,audio_features,spotify:track:5uCax9HTNlzGybIStD3vDh
1352,0.769,0.0637,124.008,0.0337,0.0288,0.0,4,0.785,6,208921,-7.499,0.87,1,audio_features,spotify:track:3AenWjAY3QOYyInNTBOuNX
1353,0.943,0.149,127.958,0.0856,0.0315,0.0,4,0.657,7,222406,-3.031,0.76,1,audio_features,spotify:track:53YZi9zgTnF0Py0K6ejyWz
1354,0.703,0.194,92.02,0.0331,0.219,0.0,4,0.673,7,221163,-7.878,0.631,1,audio_features,spotify:track:3o5FB7uyNadcadhKe3GP32
1355,0.667,0.106,112.956,0.134,0.0575,0.0,4,0.741,10,223504,-5.445,0.595,1,audio_features,spotify:track:1louJpMmzEicAn7lzDalPW
1356,0.752,0.0646,105.007,0.264,0.000982,2.56e-05,4,0.607,11,213173,-4.406,0.847,0,audio_features,spotify:track:38Ncs9ZEzJzd1ypUjNPsb5
1357,0.703,0.0913,95.997,0.054,0.103,0.0,4,0.76,5,231827,-5.412,0.57,1,audio_features,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g
1358,0.585,0.108,95.013,0.03,0.715,0.0,4,0.736,9,280779,-7.578,0.731,1,audio_features,spotify:track:6sxDRIzYz50GJeSYLAODZm
1359,0.85,0.412,124.882,0.0694,0.00264,0.0,4,0.657,5,241467,-3.157,0.375,0,audio_features,spotify:track:1qAPA8TooLVEqAZ58fhcrt
1360,0.871,0.0739,134.956,0.0891,0.148,0.0,4,0.59,11,191331,-3.353,0.304,0,audio_features,spotify:track:1839RWzPRZCVgvamu4sHSN
1361,0.496,0.0772,80.994,0.0453,0.554,2.65e-05,4,0.453,5,239317,-5.785,0.501,1,audio_features,spotify:track:0fioLzGM8ngbD1w6fMmm45
1362,0.442,0.11,146.448,0.0243,0.727,1.71e-05,4,0.56,5,309600,-7.224,0.212,1,audio_features,spotify:track:75JFxkI2RXiU7L9VXzMkle
1363,0.803,0.153,106.97,0.0797,0.034,0.0,4,0.818,1,225983,-4.282,0.632,1,audio_features,spotify:track:6b8Be6ljOzmkOmFslEb23P
1364,0.659,0.273,186.169,0.115,0.00282,0.0,4,0.466,2,187787,-6.077,0.36,1,audio_features,spotify:track:6Pw3Gvw4wNMZfTYZa6IQal
1365,0.482,0.14,148.062,0.041,0.345,0.0,4,0.644,5,246716,-7.788,0.465,1,audio_features,spotify:track:0cnFQVTvVdQ4C0btqE3J8T
1366,0.476,0.305,97.621,0.0246,0.671,0.0157,3,0.595,7,264627,-7.863,0.357,1,audio_features,spotify:track:3XfygeAG5SFzEVaQJEKY49
1367,0.713,0.226,89.996,0.0406,0.0754,0.0,4,0.572,5,157005,-4.826,0.559,1,audio_features,spotify:track:2kLf4myxQME1Nd0voeKZri
1368,0.739,0.188,104.884,0.0435,0.216,0.0,4,0.584,2,231383,-4.72,0.351,1,audio_features,spotify:track:0W363qrIc4GwuwOqa0WAEO
1369,0.556,0.117,92.017,0.0312,0.557,0.000227,4,0.678,8,265747,-6.718,0.373,1,audio_features,spotify:track:2nAUhnLMltzWOHCnjAUsGd
1370,0.769,0.0854,103.006,0.0595,0.167,0.0,4,0.765,2,203057,-3.16,0.581,1,audio_features,spotify:track:02UNF1uo5f0UNgc1qx5XGt
1371,0.451,0.325,117.973,0.0585,0.0631,1.3e-05,4,0.735,0,245200,-8.374,0.0862,1,audio_features,spotify:track:3NdDpSvN911VPGivFlV5d0
1372,0.573,0.142,91.957,0.0751,0.792,0.0,4,0.737,5,258362,-7.731,0.709,0,audio_features,spotify:track:6ZKJbL6CkzpDDYeY2SPjeQ
1373,0.455,0.213,88.064,0.0702,0.533,0.0,4,0.778,9,227102,-10.858,0.802,1,audio_features,spotify:track:4V2FimcFqJ2x7uk4uFQEvN
1374,0.289,0.109,180.161,0.0334,0.791,0.000977,4,0.432,3,187736,-7.84,0.352,1,audio_features,spotify:track:7pQEnyiyYsrw9YGMGLv4dU
1375,0.889,0.324,77.058,0.219,0.0483,0.0,4,0.619,10,240021,-3.108,0.622,0,audio_features,spotify:track:6dr6QeqH62tYUiPezRbinq
1376,0.601,0.144,140.012,0.0307,0.288,0.0,4,0.541,7,284768,-5.984,0.395,1,audio_features,spotify:track:31NK9ucTVypJ7txSyNq52G
1377,0.751,0.0893,118.384,0.0296,0.0604,0.0,4,0.675,0,181279,-3.539,0.612,1,audio_features,spotify:track:7y9iMe8SOB6z3NoHE2OfXl
1378,0.907,0.0993,93.813,0.11,0.154,0.0,4,0.527,4,188797,-3.09,0.664,0,audio_features,spotify:track:3zoYkqS4y2BsGVShPL2nTE
1379,0.749,0.209,169.555,0.245,0.419,0.0,4,0.556,4,223107,-6.008,0.787,1,audio_features,spotify:track:6z56u8jPSSroDFrJVD5cMf
1380,0.804,0.0494,104.823,0.0677,0.0231,0.0,4,0.744,1,205715,-6.327,0.426,1,audio_features,spotify:track:6De0lHrwBfPfrhorm9q1Xl
1381,0.742,0.339,90.056,0.0432,0.00475,0.0,4,0.572,2,242813,-3.783,0.263,1,audio_features,spotify:track:7iypwu1yQ4GftHl3nbUgK6
1382,0.82,0.335,155.988,0.031,0.0195,0.0,4,0.453,4,242692,-5.383,0.329,0,audio_features,spotify:track:5TB9yRV4DdinilFXwWCitB
1383,0.738,0.292,159.145,0.247,0.0408,0.0,4,0.648,6,226160,-5.883,0.603,0,audio_features,spotify:track:4pLwZjInHj3SimIyN9SnOz
1384,0.419,0.11,85.014,0.0389,0.568,0.000217,4,0.479,0,172724,-6.517,0.186,1,audio_features,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4
1385,0.449,0.0898,80.126,0.425,0.33,0.000162,4,0.736,1,219080,-11.462,0.326,0,audio_features,spotify:track:152lZdxL1OR0ZMW6KquMif
1386,0.803,0.114,166.018,0.246,0.123,0.0,4,0.624,10,187973,-4.105,0.821,0,audio_features,spotify:track:4Hf7WnR761jpxPr5D46Bcd
1387,0.624,0.159,143.931,0.0325,0.589,0.0022,4,0.436,8,266498,-6.985,0.262,1,audio_features,spotify:track:6SlbEb9Zvc8rUAHUhreScK
1388,0.844,0.572,110.012,0.0578,0.617,0.0,3,0.693,0,196853,-2.257,0.717,0,audio_features,spotify:track:095rDYLjAHYmis3vU8gRxo
1389,0.983,0.363,143.078,0.284,0.00366,0.0374,4,0.447,10,132587,-5.357,0.134,1,audio_features,spotify:track:18c39avnbmFvihzjBJFnFi
1390,0.417,0.358,87.926,0.0431,0.552,0.0,4,0.491,7,298460,-8.494,0.479,1,audio_features,spotify:track:5aY7gIK5RcdqGaKl7tKJFm
1391,0.533,0.0894,183.945,0.383,0.743,0.0,4,0.742,10,267910,-7.761,0.754,1,audio_features,spotify:track:4MSnsmZbrh25VE8IJcZufb
1392,0.512,0.0965,176.049,0.0342,0.00379,0.0025,4,0.4,7,279240,-8.482,0.316,1,audio_features,spotify:track:5eVmR3LXaUuJ4dgXfwcvsx
1393,0.538,0.184,159.828,0.0462,0.75,0.0,4,0.589,10,195143,-5.665,0.659,1,audio_features,spotify:track:63rLjQUFTxemPqACev1by7
1394,0.88,0.24,158.043,0.0706,0.0215,0.0,4,0.486,5,210987,-3.097,0.71,0,audio_features,spotify:track:3RlcLpMmRvSd84Uw6Yt4Iw
1395,0.4,0.176,130.248,0.0295,0.695,0.0,4,0.403,9,274985,-7.936,0.284,1,audio_features,spotify:track:2iZa85nnDuPYAW9NswnjDp
1396,0.782,0.345,159.982,0.0699,0.298,0.000152,4,0.549,1,273271,-5.009,0.446,1,audio_features,spotify:track:3kQuu5smL73wiy4e7RZVNv
1397,0.689,0.102,144.019,0.0378,0.358,0.0,4,0.541,0,231765,-5.952,0.355,1,audio_features,spotify:track:5CclbtfH4QbBDF3lT4D8Ue
1398,0.737,0.0853,159.965,0.0545,0.0314,0.0,4,0.529,0,235743,-5.392,0.355,1,audio_features,spotify:track:3Oy5fg7uR3bwSK5MA7PS5M
1399,0.54,0.261,137.972,0.0576,0.0895,0.0,4,0.584,1,220883,-7.786,0.195,0,audio_features,spotify:track:3ebXMykcMXOcLeJ9xZ17XH
1400,0.378,0.177,91.835,0.0533,0.658,0.0,4,0.653,5,201000,-8.273,0.54,1,audio_features,spotify:track:0mel2N9Ws9r4yLQn5QE21Y
1401,0.581,0.0805,110.008,0.0767,0.189,3.61e-06,4,0.849,1,198237,-5.243,0.779,0,audio_features,spotify:track:32DGGj6KlNuBr6WaqRxpxi
1402,0.68,0.122,128.062,0.141,0.213,1.57e-05,4,0.773,9,211859,-6.378,0.497,0,audio_features,spotify:track:6uFsE1JgZ20EXyU0JQZbUR
1403,0.448,0.106,95.05,0.0232,0.163,0.0,3,0.599,8,263400,-6.312,0.168,1,audio_features,spotify:track:0tgVpDi06FyKpA1z0VMD4v
1404,0.608,0.0853,110.001,0.0694,0.0767,2.92e-06,4,0.795,5,199849,-5.222,0.386,0,audio_features,spotify:track:4mxWSdf71VFO52qFeY0fZt
1405,0.437,0.106,180.043,0.039,0.101,1.27e-06,4,0.258,11,239000,-6.593,0.0967,0,audio_features,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv
1406,0.7,0.153,116.073,0.0694,0.00261,1.56e-05,4,0.762,9,209320,-6.021,0.608,0,audio_features,spotify:track:2ekn2ttSfGqwhhate0LSR0
1407,0.728,0.0785,92.006,0.0477,0.189,0.0,4,0.756,7,219130,-5.637,0.912,1,audio_features,spotify:track:46Uqy57KyAT7xBz6BIqdB3
1408,0.517,0.104,104.992,0.0312,0.186,3.8e-05,4,0.768,7,216897,-4.323,0.418,0,audio_features,spotify:track:0ofbQMrRDsUaVKq2mGLEAb
1409,0.652,0.0931,95.977,0.0802,0.581,0.0,4,0.825,1,233713,-3.183,0.931,0,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3
1410,0.53,0.394,75.016,0.142,0.207,0.0,4,0.683,5,190428,-4.918,0.645,0,audio_features,spotify:track:7F9vK8hNFMml4GtHsaXui6
1411,0.775,0.0677,129.819,0.0545,0.022,0.0,4,0.598,1,223123,-4.035,0.687,0,audio_features,spotify:track:5SE57ljOIUJ1ybL9U6CuBH
1412,0.633,0.29,144.021,0.241,0.0214,0.0,4,0.704,11,203760,-6.923,0.863,0,audio_features,spotify:track:3m660poUr1chesgkkjQM7P
1413,0.522,0.142,159.772,0.0984,0.13,9.03e-05,4,0.577,5,218320,-6.594,0.119,0,audio_features,spotify:track:7wGoVu4Dady5GV0Sv4UIsx
1414,0.574,0.19,100.021,0.0479,0.57,0.0,4,0.62,5,250173,-7.788,0.352,0,audio_features,spotify:track:5tz69p7tJuGPeMGwNTxYuV
1415,0.372,0.0739,136.992,0.0707,0.485,9.63e-06,4,0.803,9,197493,-10.058,0.134,1,audio_features,spotify:track:3uVe6WBnQlTdT6zWs6uPX9
1416,0.687,0.087,89.931,0.0278,0.138,0.000177,4,0.546,8,220000,-5.129,0.213,1,audio_features,spotify:track:1ux0god9zERqovPLrzRdBT
1417,0.546,0.0889,174.106,0.268,0.621,0.0,4,0.603,0,240690,-7.439,0.305,1,audio_features,spotify:track:13OiQUzHROJBNGRxcs7nSu
1418,0.485,0.0765,106.028,0.0545,0.246,0.0,4,0.869,6,204502,-5.595,0.527,1,audio_features,spotify:track:6EpRaXYhGOB3fj4V2uDkMJ
1419,0.81,0.155,167.88,0.0479,0.00683,0.21,4,0.6,0,187147,-4.749,0.298,1,audio_features,spotify:track:0tKcYR2II1VCQWT79i5NrW
1420,0.379,0.0864,175.067,0.0501,0.292,2.79e-06,3,0.381,4,221596,-9.36,0.153,0,audio_features,spotify:track:0D8ZpOXVjapLXrjz5VfZSD
1421,0.539,0.165,136.949,0.0421,0.199,1.66e-05,4,0.798,1,202547,-6.351,0.394,1,audio_features,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY
1422,0.761,0.17,141.971,0.0853,0.256,4.96e-06,4,0.52,4,180823,-3.093,0.286,1,audio_features,spotify:track:7vGuf3Y35N4wmASOKLUVVU
1423,0.739,0.306,104.99,0.0387,0.00459,0.0,4,0.744,8,189467,-5.35,0.649,1,audio_features,spotify:track:7nZmah2llfvLDiUjm0kiyz
1424,0.815,0.0924,88.931,0.12,0.229,0.0,4,0.694,2,228827,-4.328,0.813,1,audio_features,spotify:track:5CtI0qwDJkDQGwXD1H1cLb
1425,0.792,0.0516,104.016,0.0418,0.091,0.0,4,0.739,11,181615,-4.256,0.547,0,audio_features,spotify:track:0NiXXAI876aGImAd6rTj8w
1426,0.626,0.0848,100.041,0.0432,0.0969,3.12e-05,4,0.774,3,211475,-4.432,0.777,0,audio_features,spotify:track:4iLqG9SeJSnt0cSPICSjxv
1427,0.709,0.053,140.074,0.247,0.0689,0.0,4,0.837,11,204000,-6.218,0.967,0,audio_features,spotify:track:6IDsfMh7YJlE3R2mB1DYXH
1428,0.481,0.0808,137.001,0.054,0.302,3.67e-06,4,0.745,2,224449,-8.291,0.229,1,audio_features,spotify:track:2ZE3DJuizYTad2S4CvRRhK
1429,0.745,0.0943,101.018,0.0571,0.0642,0.0,4,0.893,11,223413,-3.105,0.872,0,audio_features,spotify:track:5bcTCxgc7xVfSaMV3RuVke
1430,0.644,0.124,105.969,0.0553,0.124,0.0,4,0.611,6,221904,-7.607,0.13,0,audio_features,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y
1431,0.49,0.234,134.944,0.0416,0.431,0.0,4,0.715,1,223778,-12.673,0.743,1,audio_features,spotify:track:1oyYuiIundjUzgi0oyBNyB
1432,0.666,0.0683,102.977,0.0612,0.134,2.12e-05,4,0.655,5,181812,-5.309,0.272,1,audio_features,spotify:track:2OALaHcDdKkjYEpAr0Qzab
1433,0.714,0.253,104.996,0.0792,0.0249,0.0,4,0.705,11,209733,-6.39,0.434,0,audio_features,spotify:track:7fwXWKdDNI5IutOMc5OKYw
1434,0.497,0.0911,99.137,0.0809,0.152,0.0,4,0.677,5,236853,-5.763,0.419,1,audio_features,spotify:track:0Zbbxnx4SGGHoIow4PpISP
1435,0.747,0.103,169.969,0.0954,0.378,0.0,4,0.495,1,219000,-5.578,0.736,1,audio_features,spotify:track:0xpkfml0e404bgSA0C9U2T
1436,0.765,0.152,104.987,0.0385,0.534,0.0,4,0.781,8,198286,-4.092,0.564,1,audio_features,spotify:track:0Wv5wuenRLI3BcwgT3HPIP
1437,0.635,0.164,103.019,0.0317,0.0498,1.44e-05,4,0.617,11,247160,-6.769,0.446,0,audio_features,spotify:track:6RUKPb4LETWmmr3iAEQktW
